bibcode,astraatmadja_2016,bj_2015,bj_2018,bj_2021,bj_2023
2021ApJ...911...65B,0,0,1,0,0
2021ApJ...911...81D,0,0,4,0,0
2021ApJ...911..107L,0,0,2,0,0
2021ApJ...911..108H,1,1,0,0,0
2021ApJ...911..123L,0,0,1,0,0
2021ApJ...911L..23C,0,0,0,1,0
2021ApJ...912....6C,0,0,1,0,0
2021ApJ...912...56B,0,0,1,0,0
2021ApJ...912...66K,0,0,1,0,0
2021ApJ...912..123J,0,0,1,0,0
2021ApJ...912..125G,0,0,2,0,0
2021ApJ...912..127S,0,0,1,0,0
2021ApJ...912..162P,0,2,0,0,0
2021ApJ...912L..30Z,0,0,1,0,0
2021ApJ...913...11L,0,0,0,1,0
2021ApJ...913...32D,0,0,11,0,0
2021ApJ...914...28M,0,0,1,0,0
2021ApJ...914...48T,0,0,0,5,0
2021ApJ...914...59F,0,0,2,0,0
2021ApJ...914..122D,0,1,1,0,0
2021ApJ...915....9Z,1,3,0,0,0
2021ApJ...915...19G,0,0,2,0,0
2021ApJ...915L..27M,0,0,0,2,0
2021ApJ...916...53Z,0,0,3,0,0
2021ApJ...916..112N,0,0,0,2,0
2021ApJ...916L..11Z,0,0,0,2,0
2021ApJ...917...11S,0,0,1,0,0
2021ApJ...917...23K,0,0,1,0,0
2021ApJ...917...41V,0,0,0,3,0
2021ApJ...917...69S,0,0,0,1,0
2021ApJ...917L..38K,0,0,2,0,0
2021ApJ...918L..14K,0,0,0,1,0
2021ApJ...918L..33R,0,0,0,1,0
2021ApJ...919....3C,0,0,1,1,0
2021ApJ...919...16F,0,0,0,2,0
2021ApJ...919...66B,0,0,5,0,0
2021ApJ...919..124N,0,0,0,2,0
2021ApJ...919..131H,0,1,0,0,0
2021ApJ...919L..26V,0,0,0,1,0
2021ApJ...920...42H,0,0,1,0,0
2021ApJ...920...86K,0,0,0,1,0
2021ApJ...920L..33Y,0,0,1,0,0
2021ApJ...921...24S,0,0,1,0,0
2021ApJ...921...81K,0,0,2,0,0
2021ApJ...921...86F,0,0,1,0,0
2021ApJ...921..160C,0,0,0,3,0
2021ApJ...921..165S,0,0,1,0,0
2021ApJ...921..167R,0,0,0,3,0
2021ApJ...921L...4L,0,0,1,0,0
2021ApJ...921L..35L,0,0,1,0,0
2021ApJ...922....2D,0,0,0,1,0
2021ApJ...922....4S,0,0,0,1,0
2021ApJ...922...24K,0,1,0,8,0
2021ApJ...922...31P,0,0,1,0,0
2021ApJ...922...33R,0,0,0,2,0
2021ApJ...922...49K,0,0,1,0,0
2021ApJ...922...62C,0,0,1,0,0
2021ApJ...922..105Y,0,0,0,1,0
2021ApJ...922..139T,0,0,1,0,0
2021ApJ...922..144Y,0,0,1,0,0
2021ApJ...922..210P,0,0,2,0,0
2021ApJ...922..220L,0,0,0,2,0
2021ApJ...922L..10W,0,0,0,1,0
2021ApJ...922L..42D,0,0,0,1,0
2021ApJ...923...20P,0,1,0,0,0
2021ApJ...923...61B,0,0,1,0,0
2021ApJ...923..129J,0,1,0,0,0
2021ApJ...923..157L,0,0,0,5,0
2021ApJ...923..181B,0,0,1,0,0
2021ApJ...923..243G,0,0,2,0,0
2021ApJ...923L..11C,0,0,0,1,0
2021ApJ...923L..34B,1,0,0,0,0
2021ApJS..252....3L,0,1,0,0,0
2021ApJS..253...19Z,0,0,1,0,0
2021ApJS..253...22X,0,0,3,0,0
2021ApJS..253...45L,0,0,2,0,0
2021ApJS..253...51L,0,0,1,0,0
2021ApJS..254...11W,0,0,1,0,0
2021ApJS..254...31C,0,0,0,1,0
2021ApJS..254...38S,0,0,1,0,0
2021ApJS..256....1T,0,0,0,1,0
2021ApJS..256...28L,0,0,1,3,0
2021ApJS..256...30K,0,0,3,0,0
2021ApJS..257...17C,0,0,1,0,0
2021ApJS..257...19H,0,0,1,0,0
2021ApJS..257...22S,0,0,0,2,0
2021AstL...47..485I,0,0,0,1,0
2021BAAA...62..277S,0,0,2,0,0
2021JAVSO..49...63N,0,0,1,0,0
2021JAVSO..49..130R,0,0,0,1,0
2021JAVSO..49..170A,0,1,0,0,0
2021JAVSO..49..201A,0,1,0,0,0
2021JAVSO..49..221M,0,0,0,1,0
2021JApA...42...77S,0,0,1,0,0
2021MNRAS.500.1350B,0,0,1,0,0
2021MNRAS.500.1604B,0,0,1,0,0
2021MNRAS.500.2440M,0,0,2,0,0
2021MNRAS.500.2461S,0,0,1,0,0
2021MNRAS.500.2590G,0,1,2,0,0
2021MNRAS.500.3743G,0,0,1,0,0
2021MNRAS.500.3920B,0,0,2,0,0
2021MNRAS.500.3926B,0,0,1,0,0
2021MNRAS.500.3976B,0,0,1,0,0
2021MNRAS.500.4560P,0,0,1,0,0
2021MNRAS.500.4801D,0,0,1,0,0
2021MNRAS.500.4818N,0,0,2,0,0
2021MNRAS.500.4837Z,0,0,2,0,0
2021MNRAS.500.5009M,0,0,1,0,0
2021MNRAS.500.5552B,0,0,1,0,0
2021MNRAS.500.5603K,0,0,1,0,0
2021MNRAS.501...36S,0,0,1,0,0
2021MNRAS.501..302A,0,2,0,0,0
2021MNRAS.501..769C,0,0,2,0,0
2021MNRAS.501.1116A,1,2,2,0,0
2021MNRAS.501.1243A,0,0,4,0,0
2021MNRAS.501.1690C,0,0,1,0,0
2021MNRAS.501.2305Z,0,0,2,0,0
2021MNRAS.501.2403B,0,0,1,0,0
2021MNRAS.501.2688C,0,0,1,0,0
2021MNRAS.501.2790B,0,0,6,0,0
2021MNRAS.501.3502H,0,0,3,0,0
2021MNRAS.501.3594G,0,0,2,0,0
2021MNRAS.501.3916G,0,0,1,0,0
2021MNRAS.501.4148L,0,0,1,0,0
2021MNRAS.501.4214N,0,0,2,0,0
2021MNRAS.501.4917W,0,0,1,0,0
2021MNRAS.501.5135Y,0,0,1,0,0
2021MNRAS.501.5309H,0,0,3,0,0
2021MNRAS.501.5646M,0,0,1,0,0
2021MNRAS.501.5927A,0,0,2,0,0
2021MNRAS.501.5981L,0,0,5,0,0
2021MNRAS.501.6083F,0,1,0,0,0
2021MNRAS.501.6156D,0,0,4,0,0
2021MNRAS.501L..12S,0,0,3,0,0
2021MNRAS.502..225A,0,0,4,0,0
2021MNRAS.502..541A,0,0,1,0,0
2021MNRAS.502.1299T,0,0,2,0,0
2021MNRAS.502.2033J,0,0,3,0,0
2021MNRAS.502.2582A,0,0,3,0,0
2021MNRAS.502.4305P,0,0,1,0,0
2021MNRAS.502.5147M,0,0,3,0,0
2021MNRAS.502.5390P,0,0,1,0,0
2021MNRAS.502.5455A,0,0,9,0,0
2021MNRAS.502.6080O,1,0,0,0,0
2021MNRAS.503..200J,0,0,1,0,0
2021MNRAS.503..472O,0,0,2,0,0
2021MNRAS.503..953B,0,0,4,0,0
2021MNRAS.503.1248A,0,0,1,0,0
2021MNRAS.503.1374M,2,2,1,0,0
2021MNRAS.503.1431H,0,0,1,0,0
2021MNRAS.503.1543T,0,0,1,0,0
2021MNRAS.503.2432B,0,0,1,0,0
2021MNRAS.503.2539C,0,0,15,0,0
2021MNRAS.503.3279S,1,0,0,0,0
2021MNRAS.503.3759B,0,0,2,0,0
2021MNRAS.503.5274S,0,0,3,0,0
2021MNRAS.503.5929B,0,0,1,0,0
2021MNRAS.504..185N,0,0,1,0,0
2021MNRAS.504..654B,0,0,3,0,0
2021MNRAS.504.1969Z,0,0,0,2,0
2021MNRAS.504.2122M,0,0,2,0,0
2021MNRAS.504.2420I,0,1,9,0,0
2021MNRAS.504.2557D,0,0,1,0,0
2021MNRAS.504.2577J,0,0,1,0,0
2021MNRAS.504.2968P,0,0,2,0,0
2021MNRAS.504.3246J,0,0,1,0,0
2021MNRAS.504.4039B,0,0,1,0,0
2021MNRAS.504.5221T,0,0,1,0,0
2021MNRAS.504L..17T,0,1,1,0,0
2021MNRAS.505..161S,0,0,1,0,0
2021MNRAS.505..207K,0,0,0,1,0
2021MNRAS.505.1135F,1,0,0,0,0
2021MNRAS.505.1827E,0,0,1,0,0
2021MNRAS.505.2518M,0,0,1,0,0
2021MNRAS.505.2764B,0,0,1,0,0
2021MNRAS.505.3562L,0,0,1,0,0
2021MNRAS.505.3767N,0,0,1,0,0
2021MNRAS.505.4956B,0,0,2,0,0
2021MNRAS.505.4981A,0,0,1,1,0
2021MNRAS.505.5164S,0,0,0,7,0
2021MNRAS.505.5340M,0,0,1,0,0
2021MNRAS.505.6121M,0,1,0,0,0
2021MNRAS.506..150B,0,0,7,0,0
2021MNRAS.506.2020D,0,0,1,0,0
2021MNRAS.506.2712D,0,0,1,0,0
2021MNRAS.506.2804T,0,0,1,0,0
2021MNRAS.506.3138M,0,0,1,0,0
2021MNRAS.506.3224S,0,0,2,0,0
2021MNRAS.506.4151M,0,0,0,7,0
2021MNRAS.506.4232K,0,0,1,0,0
2021MNRAS.506.4251Z,0,0,2,0,0
2021MNRAS.506.4561B,0,0,0,2,0
2021MNRAS.506.5117T,0,0,3,0,0
2021MNRAS.506.5328K,0,0,0,1,0
2021MNRAS.506.6117W,0,0,2,0,0
2021MNRAS.507...90M,0,0,0,5,0
2021MNRAS.507..244F,0,1,0,2,0
2021MNRAS.507..267A,0,0,3,0,0
2021MNRAS.507..496B,0,0,1,0,0
2021MNRAS.507.1149S,0,0,2,0,0
2021MNRAS.507.1723I,0,0,1,0,0
2021MNRAS.507.2782O,0,0,0,1,0
2021MNRAS.507.3423M,0,0,0,1,0
2021MNRAS.507.3899V,0,0,1,0,0
2021MNRAS.507.4178R,0,0,1,0,0
2021MNRAS.507.4997E,0,1,0,0,0
2021MNRAS.507.5991S,0,0,1,0,0
2021MNRAS.508.1033S,0,0,8,0,0
2021MNRAS.508.1473D,0,0,0,2,0
2021MNRAS.508.1489F,0,0,1,0,0
2021MNRAS.508.1509F,0,1,0,0,0
2021MNRAS.508.2179R,0,0,0,1,0
2021MNRAS.508.2370Q,0,1,0,0,0
2021MNRAS.508.2823C,0,0,2,0,0
2021MNRAS.508.3084S,0,0,1,0,0
2021MNRAS.508.3877G,0,0,0,8,0
2021MNRAS.508.4429C,0,0,1,0,0
2021NatAs...5...86Y,0,0,2,0,0
2021NewA...8301462R,0,0,1,0,0
2021NewA...8401401K,0,0,1,0,0
2021OAst...30..168A,0,0,0,1,0
2021OAst...30..191S,0,1,0,0,0
2021OEJV..213....1V,0,0,0,1,0
2021OEJV..217....1L,0,0,0,1,0
2021OEJV..221....1L,0,0,0,2,0
2021PASA...38...19B,0,0,1,0,0
2021PASA...38...48D,0,0,1,1,0
2021PASA...38...51G,0,0,0,2,0
2021PASJ...73..677B,0,2,1,0,0
2021PASJ...73..809L,0,0,0,1,0
2021PASJ...73.1225K,0,0,1,0,0
2021PASJ...73.1262K,0,0,1,0,0
2021PASP..133f4502C,0,3,1,0,0
2021PASP..133g4502B,0,1,0,0,0
2021PASP..133j4301T,0,0,0,2,0
2021RAA....21...44K,0,0,2,0,0
2021RAA....21...45Q,0,0,2,0,0
2021RAA....21...64A,0,0,1,0,0
2021RAA....21...68L,0,0,1,0,0
2021RAA....21...87S,0,0,1,0,0
2021RAA....21..117C,0,0,8,0,0
2021RAA....21..128L,0,0,1,0,0
2021RAA....21..141Y,0,0,1,0,0
2021RAA....21..151A,0,0,2,0,0
2021RAA....21..174K,0,0,2,0,0
2021RAA....21..193G,0,0,1,0,0
2021RAA....21..216Z,0,0,0,2,0
2021RAA....21..225P,0,0,1,0,0
2021RAA....21..288S,0,0,0,4,0
2021RAA....21..292W,0,0,1,0,0
2021RNAAS...5..182B,0,0,0,1,0
2021arXiv210314800G,0,0,2,0,0
2021arXiv210505478M,0,0,1,0,0
2021arXiv210507005L,0,0,1,0,0
2021arXiv210614535S,0,0,3,1,0
2021arXiv210707230P,0,2,5,0,0
2021csss.confE.186M,0,0,1,0,0
2021csss.confE.263N,0,0,1,0,0
2021csss.confE.332K,0,0,1,0,0
2021plat.confE..62M,0,0,1,0,0
2021sf2a.conf...97B,0,0,0,1,0
2021tsc2.confE...7W,0,0,1,0,0
2022A&A...657A...4M,0,0,0,5,0
2022A&A...657A..17B,0,0,2,0,0
2022A&A...657A..26M,0,0,1,0,0
2022A&A...657A..27M,0,0,0,1,0
2022A&A...657A..45S,0,0,1,0,0
2022A&A...657A..53B,0,0,0,2,0
2022A&A...657A.101B,0,0,1,3,0
2022A&A...657A.137G,0,0,0,1,0
2022A&A...657A.138T,0,0,0,2,0
2022A&A...657L...3M,0,0,0,1,0
2022A&A...658A..22R,0,0,0,2,0
2022A&A...658A..38V,0,0,0,3,0
2022A&A...658A..55S,0,2,0,2,0
2022A&A...658A..66W,0,0,0,3,0
2022A&A...658A..69B,0,0,0,3,0
2022A&A...658A..91A,0,0,2,12,0
2022A&A...658A.105F,0,0,0,3,0
2022A&A...658A.147G,0,0,1,3,0
2022A&A...658A.166D,0,1,0,0,0
2022A&A...658A.183B,0,0,0,1,0
2022A&A...658L...9D,0,0,1,0,0
2022A&A...659A...8Z,0,0,0,2,0
2022A&A...659A..56B,0,0,1,0,0
2022A&A...659A..59T,0,1,0,0,0
2022A&A...659A..82L,0,0,0,1,0
2022A&A...659A.135P,0,0,1,0,0
2022A&A...659A.167R,0,0,0,3,0
2022A&A...659A.178R,0,0,0,1,0
2022A&A...659L...3F,0,0,1,0,0
2022A&A...660A..11G,0,1,0,0,0
2022A&A...660A..29T,0,1,1,0,0
2022A&A...660A..94G,0,0,0,1,0
2022A&A...660A.108Z,0,0,0,1,0
2022A&A...660A.120R,0,0,1,0,0
2022A&A...660A.126S,0,0,1,0,0
2022A&A...660A.131M,0,0,0,2,0
2022A&A...661A..21D,0,0,0,2,0
2022A&A...661A..28L,0,0,0,2,0
2022A&A...661A..29M,0,0,2,0,0
2022A&A...661A..35S,0,0,2,1,0
2022A&A...661A..42S,0,0,2,4,0
2022A&A...661A..43S,0,0,0,1,0
2022A&A...661A..44S,0,0,6,0,0
2022A&A...661A..45T,0,0,0,1,0
2022A&A...661A.124M,0,1,0,0,0
2022A&A...661A.151H,0,0,1,0,0
2022A&A...662A..59K,0,0,3,5,0
2022A&A...662A..66X,0,0,0,2,0
2022A&A...662A..67V,0,0,1,0,0
2022A&A...662A..82G,0,0,1,0,0
2022A&A...662A..95G,0,0,1,0,0
2022A&A...662A.125F,0,0,2,5,0
2022A&A...663A...5M,0,0,2,0,0
2022A&A...663A..26B,0,0,3,0,0
2022A&A...663A..62P,0,0,0,1,0
2022A&A...663A..86L,0,0,0,2,0
2022A&A...663A.125P,0,0,1,0,0
2022A&A...663A.126F,0,0,0,1,0
2022A&A...663A.133K,0,0,0,10,0
2022A&A...664A..66M,0,0,0,2,0
2022A&A...664A..70G,0,1,0,0,0
2022A&A...664A..98R,0,0,0,1,0
2022A&A...664A.109P,0,0,0,2,0
2022A&A...664A.123D,0,0,3,2,0
2022A&A...664A.124M,0,1,1,1,0
2022A&A...664A.137G,0,0,1,0,0
2022A&A...664A.139D,0,0,2,0,0
2022A&A...664A.146N,0,0,0,13,0
2022A&A...664A.148P,0,0,0,1,0
2022A&A...664A.159M,0,0,0,1,0
2022A&A...664A.163N,0,0,1,0,0
2022A&A...664A.175P,0,0,0,1,0
2022A&A...665A..25C,0,0,0,1,0
2022A&A...665A..30S,0,0,1,0,0
2022A&A...665A..31F,0,0,0,3,0
2022A&A...665A..36G,0,0,0,1,0
2022A&A...665A..69F,0,0,0,6,0
2022A&A...665A..77S,0,0,0,1,0
2022A&A...665A.111W,0,0,1,0,0
2022A&A...665A.146Z,0,0,1,1,0
2022A&A...665A.154B,0,0,0,1,0
2022A&A...666A..96C,0,0,1,1,0
2022A&A...666A.187D,0,0,1,0,0
2022A&A...666L...4P,0,0,0,2,0
2022A&A...667A..18R,0,0,0,1,0
2022A&A...667A..53P,0,0,0,2,0
2022A&A...667A..60S,0,0,3,0,0
2022A&A...667A..63Z,0,0,3,0,0
2022A&A...667A..74A,1,8,1,2,0
2022A&A...667A..83T,0,0,0,6,0
2022A&A...667A.116B,0,0,0,2,0
2022A&A...667L..10P,0,0,0,1,0
2022A&A...668A..21L,0,0,2,0,0
2022A&A...668A..30S,0,0,0,5,0
2022A&A...668A..44S,0,0,0,7,0
2022A&A...668A..80L,0,0,1,0,0
2022A&A...668A..92W,0,0,0,3,0
2022A&A...668A..94S,0,0,1,0,0
2022A&A...668A.110V,0,0,0,1,0
2022A&A...668A.158M,0,0,1,0,0
2022A&A...668A.159M,0,0,0,1,0
2022A&A...668A.173G,0,0,0,2,0
2022A&A...668A.181B,0,0,0,1,0
2022A&ARv..30....7R,0,0,1,0,0
2022AJ....163....3C,0,0,0,4,0
2022AJ....163....4L,0,0,0,2,0
2022AJ....163...15C,0,0,1,0,0
2022AJ....163...24L,0,0,0,10,0
2022AJ....163...36M,0,0,1,7,0
2022AJ....163...44H,0,0,1,7,0
2022AJ....163...64E,0,0,0,6,0
2022AJ....163...72I,0,0,0,1,0
2022AJ....163...74T,0,0,0,1,0
2022AJ....163...89C,0,0,0,4,0
2022AJ....163...93M,0,0,0,1,0
2022AJ....163..100G,0,0,0,1,0
2022AJ....163..128W,0,1,2,0,0
2022AJ....163..149W,0,0,0,3,0
2022AJ....163..151S,0,0,2,0,0
2022AJ....163..174B,0,0,1,0,0
2022AJ....163..177W,0,0,0,1,0
2022AJ....163..191K,0,0,0,4,0
2022AJ....163..198E,0,0,1,0,0
2022AJ....163..225T,0,0,0,2,0
2022AJ....163..233G,0,0,0,1,0
2022AJ....163..246H,0,0,0,1,0
2022AJ....163..252R,0,0,0,4,0
2022AJ....163..257A,0,0,0,1,0
2022AJ....163..278N,0,0,1,0,0
2022AJ....163..286B,0,0,0,1,0
2022AJ....164...13H,0,0,1,0,0
2022AJ....164...25A,0,1,1,2,0
2022AJ....164...27W,0,0,1,0,0
2022AJ....164...31U,0,0,0,3,0
2022AJ....164...34M,0,0,0,1,0
2022AJ....164...50C,0,0,0,3,0
2022AJ....164...80R,0,0,11,1,0
2022AJ....164...81K,0,0,1,2,0
2022AJ....164..100S,0,0,1,0,0
2022AJ....164..117D,0,0,0,7,0
2022AJ....164..125L,0,0,0,1,0
2022AJ....164..126A,0,0,0,2,0
2022AJ....164..132Y,0,0,0,2,0
2022AJ....164..151L,0,0,0,6,0
2022AJ....164..171B,0,2,2,0,0
2022AJ....164..185M,0,0,0,2,0
2022AJ....164..187Q,0,0,0,5,0
2022AJ....164..218L,0,0,0,1,0
2022AJ....164..227D,0,0,0,1,0
2022AJ....164..263M,0,0,2,0,0
2022AN....34320063Z,0,0,3,0,0
2022Ap&SS.367...64T,0,0,2,0,0
2022Ap&SS.367..112M,0,0,2,0,0
2022ApJ...924..138P,0,0,2,0,0
2022ApJ...924L...8L,0,0,0,1,0
2022ApJ...925...10M,0,0,0,7,0
2022ApJ...925...20K,0,0,0,1,0
2022ApJ...925...75P,0,0,0,2,0
2022ApJ...925..164H,0,0,0,6,0
2022ApJ...925..171H,0,0,0,3,0
2022ApJ...926...10R,0,0,0,1,0
2022ApJ...926...16Y,0,1,1,0,0
2022ApJ...926...17O,0,0,0,1,0
2022ApJ...926...25P,0,0,1,4,0
2022ApJ...926...26S,0,0,0,8,0
2022ApJ...926...68G,0,0,0,3,0
2022ApJ...926..100M,0,0,0,1,0
2022ApJ...926..201S,0,0,0,2,0
2022ApJ...926..204H,0,0,1,0,0
2022ApJ...926..210R,0,0,0,1,0
2022ApJ...926..229G,0,0,2,0,0
2022ApJ...927....8O,0,0,0,2,0
2022ApJ...927...31T,0,1,0,0,0
2022ApJ...927..125C,0,0,0,2,0
2022ApJ...927..145S,0,0,0,2,0
2022ApJ...927..158V,0,0,0,1,0
2022ApJ...927..222L,0,0,0,1,0
2022ApJ...927L..13K,0,0,0,2,0
2022ApJ...928....2I,0,0,1,0,0
2022ApJ...928....8F,0,0,2,0,0
2022ApJ...928...17S,0,0,0,2,0
2022ApJ...928...29P,0,0,0,1,0
2022ApJ...928...81F,0,0,0,1,0
2022ApJ...928..139Z,0,0,0,3,0
2022ApJ...928..164C,0,0,1,2,0
2022ApJ...929...24G,0,0,0,1,0
2022ApJ...929...33H,0,0,0,2,0
2022ApJ...929..124C,0,0,0,1,0
2022ApJ...929L..14Y,0,0,0,1,0
2022ApJ...930....9M,0,0,0,1,0
2022ApJ...930...39V,0,0,0,1,0
2022ApJ...930...47H,0,0,1,0,0
2022ApJ...930..171H,0,0,0,1,0
2022ApJ...930L...3W,0,0,1,0,0
2022ApJ...930L..22R,0,0,0,2,0
2022ApJ...931...13M,0,0,0,1,0
2022ApJ...931...35S,0,0,0,1,0
2022ApJ...931...43L,0,0,1,0,0
2022ApJ...931...45N,0,0,0,4,0
2022ApJ...931...92E,0,0,1,1,0
2022ApJ...931..156P,0,1,0,0,0
2022ApJ...931L..15S,0,0,1,0,0
2022ApJ...932....7Y,0,0,0,1,0
2022ApJ...932...19N,0,0,0,1,0
2022ApJ...932...34C,0,0,0,1,0
2022ApJ...932...36K,0,0,0,2,0
2022ApJ...932...45O,0,0,1,1,0
2022ApJ...932...79J,0,0,0,1,0
2022ApJ...932...89K,0,0,1,0,0
2022ApJ...932..106K,0,0,1,0,0
2022ApJ...932..114L,0,0,0,1,0
2022ApJ...932..118C,0,0,0,1,0
2022ApJ...932..132Y,0,0,1,0,0
2022ApJ...933...20T,0,0,1,0,0
2022ApJ...933L...3K,0,0,1,0,0
2022ApJ...933L..13L,0,0,0,1,0
2022ApJ...933L..34B,0,0,0,2,0
2022ApJ...934...21F,0,0,0,1,0
2022ApJ...934..123H,0,0,0,1,0
2022ApJ...934..142S,0,0,0,4,0
2022ApJ...934L...7R,0,0,0,1,0
2022ApJ...934L..18K,0,0,0,5,0
2022ApJ...935...15Z,0,0,0,3,0
2022ApJ...935...28W,0,0,1,0,0
2022ApJ...935...36D,0,0,0,1,0
2022ApJ...935...43G,0,0,1,0,0
2022ApJ...935..125W,0,0,1,0,0
2022ApJ...935..175D,0,0,0,1,0
2022ApJ...935L...9B,0,3,6,0,0
2022ApJ...935L..15K,0,0,0,1,0
2022ApJ...936...48Y,0,0,0,1,0
2022ApJ...936...55B,0,0,1,1,0
2022ApJ...936...78M,0,0,1,3,0
2022ApJ...936..129N,0,0,0,1,0
2022ApJ...936..151Z,0,0,0,1,0
2022ApJ...936..152L,0,0,1,0,0
2022ApJ...937...22P,0,0,3,0,0
2022ApJ...937...46K,0,0,1,1,0
2022ApJ...937...52B,0,0,0,1,0
2022ApJ...937...94M,0,1,0,0,0
2022ApJ...937...98H,0,0,1,0,0
2022ApJ...938...21M,0,0,0,1,0
2022ApJ...938...34O,0,0,0,1,0
2022ApJ...938...46A,0,0,0,1,0
2022ApJ...938...78L,0,0,1,0,0
2022ApJ...938...93F,0,0,0,1,0
2022ApJ...939....1H,0,0,0,5,0
2022ApJ...939...46P,0,0,2,1,0
2022ApJ...939...89B,0,0,0,5,0
2022ApJ...939...94M,0,0,0,1,0
2022ApJ...940...23T,0,0,0,1,0
2022ApJ...940...30B,0,0,0,3,0
2022ApJ...940...72R,0,0,0,1,0
2022ApJ...940..159P,0,0,0,11,0
2022ApJ...940..190M,0,0,0,2,0
2022ApJ...941...64B,0,0,1,0,0
2022ApJ...941..104Y,0,0,0,4,0
2022ApJ...941..154U,0,0,1,0,0
2022ApJ...941..165P,0,0,2,0,0
2022ApJ...941..177Z,0,0,0,2,0
2022ApJ...941..199S,0,0,0,1,0
2022ApJ...941L..38M,0,0,0,6,0
2022ApJS..258....8M,0,0,1,1,0
2022ApJS..258...16P,0,0,0,1,0
2022ApJS..259...35A,0,0,2,2,0
2022ApJS..259...38Z,0,0,2,0,0
2022ApJS..259...45T,0,0,0,1,0
2022ApJS..260....2G,0,1,0,0,0
2022ApJS..260...35W,0,0,0,1,0
2022ApJS..261...19S,0,0,0,8,0
2022ApJS..261...20M,0,0,2,0,0
2022ApJS..262...10K,0,0,0,1,0
2022ApJS..263...23G,0,1,0,0,0
2022ApJS..263...33C,0,0,1,0,0
2022AstBu..77...78Y,0,0,0,1,0
2022AstL...48...38M,0,0,0,2,0
2022AstL...48..329A,0,0,0,1,0
2022BAAA...63..143S,0,0,0,1,0
2022ExA....53..759G,0,0,1,0,0
2022JAVSO..50...28S,0,0,0,3,0
2022JAVSO..50...55F,0,0,0,4,0
2022JAVSO..50...61A,0,1,0,0,0
2022JAVSO..50..140B,0,2,0,0,0
2022JAVSO..50..192H,0,0,0,1,0
2022JAVSO..50..197M,0,0,0,2,0
2022JApA...43...54K,1,2,2,0,0
2022JKAS...55..195S,0,0,0,1,0
2022MNRAS.509..367G,0,0,1,0,0
2022MNRAS.509..974G,0,0,0,2,0
2022MNRAS.509.1940J,0,0,0,1,0
2022MNRAS.509.3247K,0,0,2,0,0
2022MNRAS.509.3258M,0,0,0,1,0
2022MNRAS.509.4094T,0,0,2,0,0
2022MNRAS.509.4171K,0,0,5,0,0
2022MNRAS.509.4308H,0,0,1,0,0
2022MNRAS.509.4344A,1,1,0,0,0
2022MNRAS.509.5955S,0,0,0,3,0
2022MNRAS.509.6205E,0,1,0,0,0
2022MNRAS.510..205P,0,0,1,0,0
2022MNRAS.510..433L,0,0,0,7,0
2022MNRAS.510.1083D,0,0,0,1,0
2022MNRAS.510.1148S,0,0,0,2,0
2022MNRAS.510.1278Z,0,0,1,0,0
2022MNRAS.510.1352B,0,0,0,5,0
2022MNRAS.510.1438S,0,0,1,0,0
2022MNRAS.510.1733A,0,0,1,0,0
2022MNRAS.510.2407B,0,0,0,1,0
2022MNRAS.510.2597R,0,1,1,0,0
2022MNRAS.510.2644S,0,0,0,3,0
2022MNRAS.510.2707I,0,0,1,2,0
2022MNRAS.510.3102J,0,0,1,0,0
2022MNRAS.510.3178S,0,0,3,1,0
2022MNRAS.510.3430S,0,0,1,0,0
2022MNRAS.510.3605I,0,0,0,1,0
2022MNRAS.510.4436M,0,0,3,5,0
2022MNRAS.510.4857A,0,0,1,0,0
2022MNRAS.510.5623M,0,0,0,1,0
2022MNRAS.510.6110P,0,1,0,1,0
2022MNRAS.511....1S,0,0,1,1,0
2022MNRAS.511..784G,0,0,1,0,0
2022MNRAS.511.1004L,0,1,0,0,0
2022MNRAS.511.1121M,0,0,1,0,0
2022MNRAS.511.1167G,0,0,2,0,0
2022MNRAS.511.2033H,0,0,1,0,0
2022MNRAS.511.2125C,0,0,0,1,0
2022MNRAS.511.2302G,0,0,2,0,0
2022MNRAS.511.2390E,0,2,0,0,0
2022MNRAS.511.2434D,0,0,1,0,0
2022MNRAS.511.2829M,1,0,0,5,0
2022MNRAS.511.3487B,0,0,0,3,0
2022MNRAS.511.3881F,0,0,1,0,0
2022MNRAS.511.4500Y,0,11,3,0,0
2022MNRAS.511.4582C,0,0,0,1,0
2022MNRAS.511.4937S,0,0,0,7,0
2022MNRAS.511.4971M,0,0,3,0,0
2022MNRAS.511.5948P,0,0,0,2,0
2022MNRAS.511L..66W,0,0,0,1,0
2022MNRAS.512..304S,0,0,0,2,0
2022MNRAS.512.1091S,0,0,1,0,0
2022MNRAS.512.1244C,0,0,0,1,0
2022MNRAS.512.1710H,0,0,1,2,0
2022MNRAS.512.1751P,0,0,2,0,0
2022MNRAS.512.1944G,0,0,0,1,0
2022MNRAS.512.2003S,0,0,0,1,0
2022MNRAS.512.2350E,0,1,0,0,0
2022MNRAS.512.2625L,0,0,0,3,0
2022MNRAS.512.2890L,0,0,1,0,0
2022MNRAS.512.2988S,0,0,1,1,0
2022MNRAS.512.5440V,0,0,1,1,0
2022MNRAS.512.5686L,0,0,1,0,0
2022MNRAS.512.6122C,0,1,0,0,0
2022MNRAS.512L..60H,0,0,1,0,0
2022MNRAS.513....1C,0,0,2,0,0
2022MNRAS.513..232N,0,0,0,2,0
2022MNRAS.513..420B,0,0,1,0,0
2022MNRAS.513..468T,0,0,0,3,0
