bibcode,astraatmadja_2016,bj_2015,bj_2018,bj_2021,bj_2023
2019RNAAS...3...59B,0,2,1,0,0
2019RNAAS...3...60F,0,0,1,0,0
2019RNAAS...3..103H,0,0,1,0,0
2019SerAJ.198...55K,0,0,2,0,0
2019arXiv190406980F,0,1,1,0,0
2019arXiv190601201K,0,1,4,0,0
2019arXiv190606628K,0,0,1,0,0
2019arXiv190808045C,0,1,4,0,0
2019arXiv191111684S,0,0,1,0,0
2019cwdb.confE..56V,0,0,1,0,0
2019sf2a.conf..137C,0,0,1,0,0
2019sf2a.conf..161T,0,0,1,0,0
2019sf2a.conf..301K,0,0,1,0,0
2020A&A...633A.115K,0,0,1,0,0
2020A&A...633A.122F,0,0,2,0,0
2020A&A...633A.128F,0,0,1,0,0
2020A&A...633A.130Q,0,0,1,0,0
2020A&A...633A.133F,0,0,1,0,0
2020A&A...633A.135A,0,0,6,0,0
2020A&A...634A..33B,0,0,1,0,0
2020A&A...634A..49H,0,0,1,0,0
2020A&A...634A..90P,1,2,2,0,0
2020A&A...634A..91B,0,0,1,0,0
2020A&A...634A..98G,1,1,0,0,0
2020A&A...634A..99B,0,0,1,0,0
2020A&A...634A.126W,1,0,0,0,0
2020A&A...634L...7S,0,0,1,0,0
2020A&A...635A..13F,0,0,1,0,0
2020A&A...635A..33G,0,0,5,0,0
2020A&A...635A..43R,0,0,2,0,0
2020A&A...635A..73B,0,0,3,0,0
2020A&A...635A.104H,0,0,1,0,0
2020A&A...635A.145R,0,0,1,0,0
2020A&A...635A.162L,0,1,3,0,0
2020A&A...636A..20W,0,0,1,0,0
2020A&A...636A..74T,0,0,1,0,0
2020A&A...636A..77S,0,0,1,0,0
2020A&A...636A..80B,0,0,1,0,0
2020A&A...636A..89H,0,0,1,0,0
2020A&A...636A.109M,0,0,1,0,0
2020A&A...637A..22R,0,0,5,0,0
2020A&A...637A..35S,0,0,1,0,0
2020A&A...637A..53K,0,1,1,0,0
2020A&A...637A..95P,0,0,2,0,0
2020A&A...637A..98H,0,0,1,0,0
2020A&A...638A...5C,0,0,1,0,0
2020A&A...638A..17O,0,1,1,0,0
2020A&A...638A..18M,0,0,2,0,0
2020A&A...638A..21V,0,0,4,0,0
2020A&A...638A..38T,0,0,1,0,0
2020A&A...638A..71S,0,0,1,0,0
2020A&A...638A..85R,0,1,0,0,0
2020A&A...638A..90C,0,0,2,0,0
2020A&A...638A.103C,0,1,1,0,0
2020A&A...638A.157H,0,0,1,0,0
2020A&A...639A..17W,0,0,2,0,0
2020A&A...639A..50B,0,0,1,0,0
2020A&A...639A..64R,0,0,1,0,0
2020A&A...639A..72W,0,0,1,0,0
2020A&A...639A.127C,0,0,1,0,0
2020A&A...639A.133S,0,0,7,0,0
2020A&A...639L...6S,0,0,1,0,0
2020A&A...640A...5T,0,0,1,0,0
2020A&A...640A..27V,0,0,1,0,0
2020A&A...640A..35R,0,0,2,0,0
2020A&A...640A..36B,0,0,1,0,0
2020A&A...640A..40H,0,0,1,0,0
2020A&A...640A..86P,0,1,5,0,0
2020A&A...640A.123B,0,0,2,0,0
2020A&A...640A.124P,0,0,1,0,0
2020A&A...640A.129W,0,0,4,0,0
2020A&A...640A.133R,0,0,3,0,0
2020A&A...641A..33R,0,0,1,0,0
2020A&A...641A..35S,0,0,3,0,0
2020A&A...641A..43B,0,0,2,0,0
2020A&A...641A..91M,0,0,1,0,0
2020A&A...641A.122T,0,2,12,0,0
2020A&A...641A.127R,0,2,3,0,0
2020A&A...641A.144L,0,0,1,0,0
2020A&A...642A..21R,1,3,0,0,0
2020A&A...642A..25F,0,0,1,0,0
2020A&A...642A..95C,1,0,1,0,0
2020A&A...642A.103S,0,0,4,0,0
2020A&A...642A.104K,0,0,1,0,0
2020A&A...642A.108J,0,0,1,0,0
2020A&A...642A.115C,0,0,1,0,0
2020A&A...642A.134S,0,0,1,0,0
2020A&A...642A.168B,0,0,2,0,0
2020A&A...642A.205D,0,2,9,0,0
2020A&A...642A.211M,0,0,1,0,0
2020A&A...642A.228W,0,0,3,0,0
2020A&A...642A.234O,0,0,1,0,0
2020A&A...643A..12C,0,0,1,0,0
2020A&A...643A..49H,0,0,1,0,0
2020A&A...643A.116D,0,0,1,0,0
2020A&A...643A.132J,0,1,0,0,0
2020A&A...643A.148G,1,1,0,0,0
2020A&A...643A.151R,0,0,1,0,0
2020A&A...643L...3L,0,0,1,0,0
2020A&A...644A...7O,1,2,5,0,0
2020A&A...644A..49M,0,0,1,0,0
2020A&A...644A..64D,0,0,1,0,0
2020AJ....159....4W,0,0,1,0,0
2020AJ....159...19Z,0,0,3,0,0
2020AJ....159...21H,0,0,1,0,0
2020AJ....159...44C,0,0,2,0,0
2020AJ....159...95S,0,0,8,0,0
2020AJ....159..105L,0,0,1,0,0
2020AJ....159..114O,0,2,7,0,0
2020AJ....159..132S,0,0,1,0,0
2020AJ....159..135G,0,0,3,0,0
2020AJ....159..168A,0,0,2,0,0
2020AJ....159..194V,0,0,1,0,0
2020AJ....159..199D,0,0,4,0,0
2020AJ....159..200M,0,0,1,0,0
2020AJ....159..201L,0,0,2,0,0
2020AJ....159..211C,0,0,1,0,0
2020AJ....159..229W,0,0,1,0,0
2020AJ....159..244N,0,4,0,0,0
2020AJ....159..270K,0,0,1,0,0
2020AJ....159..273R,0,0,2,0,0
2020AJ....159..288M,0,0,2,0,0
2020AJ....160...33R,0,0,1,0,0
2020AJ....160...35S,0,0,4,0,0
2020AJ....160...43A,0,0,1,0,0
2020AJ....160...44L,0,0,1,0,0
2020AJ....160...58L,0,0,2,0,0
2020AJ....160...62H,0,0,2,0,0
2020AJ....160...68W,0,0,2,0,0
2020AJ....160...76R,0,0,1,0,0
2020AJ....160..116G,0,0,1,0,0
2020AJ....160..120J,0,0,1,0,0
2020AJ....160..147C,0,0,3,0,0
2020AJ....160..149D,0,0,2,0,0
2020AJ....160..153B,0,0,2,0,0
2020AJ....160..168L,0,0,4,0,0
2020AJ....160..173R,0,0,2,0,0
2020AJ....160..186L,0,0,1,0,0
2020AJ....160..187C,0,0,3,0,0
2020AJ....160..224M,0,0,1,0,0
2020AJ....160..245S,0,0,3,0,0
2020AJ....160..248A,0,0,1,0,0
2020AJ....160..259S,0,0,3,0,0
2020AJ....160..286J,0,0,3,0,0
2020AJ....160..287S,0,1,0,0,0
2020AN....341..283W,0,0,2,0,0
2020AN....341..453K,0,0,1,0,0
2020AN....341..908B,0,0,3,0,0
2020ASPC..527..229S,0,0,1,0,0
2020AdSpR..65....1P,0,0,1,0,0
2020AdSpR..66.1209D,0,0,3,0,0
2020ApJ...888...22V,0,0,1,0,0
2020ApJ...888..116S,0,0,2,0,0
2020ApJ...889...50Y,0,0,6,0,0
2020ApJ...889...53T,0,0,3,0,0
2020ApJ...889...63H,0,0,1,0,0
2020ApJ...889...99Z,0,0,1,0,0
2020ApJ...889..157C,0,0,1,0,0
2020ApJ...890..110G,0,0,1,0,0
2020ApJ...890..133S,0,0,4,0,0
2020ApJ...891...28T,0,0,1,0,0
2020ApJ...891...81P,0,0,2,0,0
2020ApJ...891..107R,0,0,3,0,0
2020ApJ...891..137Z,0,0,1,0,0
2020ApJ...891..171Z,0,0,1,0,0
2020ApJ...892...99C,0,0,1,0,0
2020ApJ...892..144R,0,0,2,0,0
2020ApJ...893....2L,1,0,0,0,0
2020ApJ...893...11S,0,0,1,0,0
2020ApJ...893...56M,0,1,0,0,0
2020ApJ...893..105H,0,1,0,0,0
2020ApJ...893..108P,0,1,1,0,0
2020ApJ...894...34D,0,0,1,0,0
2020ApJ...894...86F,0,0,2,0,0
2020ApJ...895...23L,0,0,1,0,0
2020ApJ...895...45L,0,0,1,0,0
2020ApJ...895...89L,0,0,1,0,0
2020ApJ...895..109F,0,0,1,0,0
2020ApJ...895..126H,0,0,1,0,0
2020ApJ...895L..48K,0,0,1,0,0
2020ApJ...896...14H,0,0,1,0,0
2020ApJ...896...19V,0,1,0,0,0
2020ApJ...896...29K,0,0,1,0,0
2020ApJ...896...35J,0,0,2,0,0
2020ApJ...896...36T,0,0,1,0,0
2020ApJ...896...90M,0,0,4,0,0
2020ApJ...896..116L,0,0,1,0,0
2020ApJ...896..124S,0,0,2,0,0
2020ApJ...896..132Z,0,0,2,0,0
2020ApJ...896..173P,0,0,1,0,0
2020ApJ...897...31D,0,0,1,0,0
2020ApJ...897...54W,0,0,2,0,0
2020ApJ...897...78P,0,0,1,0,0
2020ApJ...897..125R,0,0,1,0,0
2020ApJ...897..171V,0,0,1,0,0
2020ApJ...897..180Z,0,0,1,0,0
2020ApJ...898...28X,0,0,1,0,0
2020ApJ...898...58W,0,0,3,0,0
2020ApJ...898...64L,0,0,1,0,0
2020ApJ...898...74L,0,0,1,0,0
2020ApJ...898..136C,0,0,1,0,0
2020ApJ...898..140H,0,0,2,0,0
2020ApJ...898..150E,0,0,3,0,0
2020ApJ...898..171E,0,0,2,0,0
2020ApJ...898L..16B,0,0,2,0,0
2020ApJ...898L..25K,0,0,1,0,0
2020ApJ...898L..40L,0,0,2,0,0
2020ApJ...899...29K,0,0,3,0,0
2020ApJ...899..110T,0,0,2,0,0
2020ApJ...899..130S,0,0,2,0,0
2020ApJ...899..146C,0,0,4,0,0
2020ApJ...899..157T,0,0,1,0,0
2020ApJ...899..162W,0,0,1,0,0
2020ApJ...899L...2K,0,0,1,0,0
2020ApJ...900...14F,0,2,3,0,0
2020ApJ...900...28C,0,0,2,0,0
2020ApJ...900...41L,0,0,1,0,0
2020ApJ...900..118N,0,0,1,0,0
2020ApJ...900..137W,0,1,0,0,0
2020ApJ...900..173V,0,0,1,0,0
2020ApJ...900L...4P,0,2,0,0,0
2020ApJ...901....9H,0,0,1,0,0
2020ApJ...901...23H,0,0,1,0,0
2020ApJ...901...70T,0,0,3,0,0
2020ApJ...901...93B,0,1,1,0,0
2020ApJ...901...98L,0,1,0,0,0
2020ApJ...901..109H,0,0,1,0,0
2020ApJ...901..157K,0,0,2,0,0
2020ApJ...901L..25S,0,0,1,0,0
2020ApJ...902...18K,0,0,2,0,0
2020ApJ...902...62Z,0,0,4,0,0
2020ApJ...902...92R,0,0,2,0,0
2020ApJ...902..114W,0,0,1,0,0
2020ApJ...902..115H,0,0,1,0,0
2020ApJ...902L..14L,0,0,1,0,0
2020ApJ...903...78P,0,0,1,0,0
2020ApJ...903...88M,0,0,2,0,0
2020ApJ...903..100M,1,0,0,0,0
2020ApJ...903..124B,0,0,1,0,0
2020ApJ...903..131Y,1,4,9,0,0
2020ApJ...904....5X,0,0,1,0,0
2020ApJ...904...37W,0,0,1,0,0
2020ApJ...904...82Q,0,2,1,0,0
2020ApJ...904..140C,0,0,1,0,0
2020ApJ...904..143H,0,0,2,0,0
2020ApJ...904L..23B,0,0,1,0,0
2020ApJ...905....6X,0,0,11,0,0
2020ApJ...905...32B,0,0,3,0,0
2020ApJ...905...38R,0,0,2,0,0
2020ApJ...905...61P,0,0,4,0,0
2020ApJ...905..114L,0,0,3,0,0
2020ApJ...905..122H,0,0,2,0,0
2020ApJ...905..157V,0,0,1,0,0
2020ApJS..247...17R,0,0,2,0,0
2020ApJS..247...28H,0,0,2,0,0
2020ApJS..247...50S,0,0,2,0,0
2020ApJS..249...23C,0,0,2,0,0
2020ApJS..249...27L,0,0,1,0,0
2020ApJS..249...32G,0,0,4,0,0
2020ApJS..249...34R,0,0,2,0,0
2020ApJS..250...23L,0,0,2,0,0
2020ApJS..251...18T,0,0,1,0,0
2020ApJS..251...29C,0,0,17,0,0
2020AstL...46...38F,0,0,2,0,0
2020AstL...46..120S,0,0,1,0,0
2020BAAA...61B..78A,0,0,1,0,0
2020BAAA...61B.111L,0,0,2,0,0
2020BAAA...61B.136C,0,0,2,0,0
2020BAAA...61B.139P,0,1,0,0,0
2020BAAA...61B.254C,0,0,1,0,0
2020BlgAJ..32...63S,0,0,1,0,0
2020IAUS..345..308E,0,0,1,0,0
2020IAUS..345..390A,0,0,1,0,0
2020IAUS..350..181T,0,0,1,0,0
2020IAUS..357..158L,0,0,1,0,0
2020IAUS..357..202S,0,0,1,0,0
2020JAI.....950010Z,0,0,1,0,0
2020JAVSO..48...40A,0,2,0,0,0
2020JAVSO..48..176A,0,1,0,0,0
2020JAVSO..48..193M,0,0,2,0,0
2020JApA...41....6B,0,0,5,0,0
2020JApA...41...26A,0,1,0,0,0
2020MNRAS.491...13J,0,0,2,0,0
2020MNRAS.491...39C,1,1,0,0,0
2020MNRAS.491..302E,0,0,5,0,0
2020MNRAS.491..560D,0,0,3,0,0
2020MNRAS.491.1851J,0,0,2,0,0
2020MNRAS.491.1857D,0,0,1,0,0
2020MNRAS.491.2162P,0,0,1,0,0
2020MNRAS.491.4365C,0,1,7,0,0
2020MNRAS.491.4829I,0,0,1,0,0
2020MNRAS.491.4902M,0,0,2,0,0
2020MNRAS.491.5216G,0,1,0,0,0
2020MNRAS.491.5238S,0,0,1,0,0
2020MNRAS.491.5717B,0,0,1,0,0
2020MNRAS.492..431B,0,0,4,0,0
2020MNRAS.492..528L,0,0,1,0,0
2020MNRAS.492.1370B,0,1,0,0,0
2020MNRAS.492.1531M,0,0,1,0,0
2020MNRAS.492.1761L,0,0,1,0,0
2020MNRAS.492.2497A,0,0,8,0,0
2020MNRAS.492.3107L,0,0,1,0,0
2020MNRAS.492.3241V,0,0,1,0,0
2020MNRAS.492.4097G,0,0,5,0,0
2020MNRAS.492.4344S,0,0,5,0,0
2020MNRAS.492.4847L,0,0,1,0,0
2020MNRAS.492.5202R,0,0,2,0,0
2020MNRAS.492.5607D,0,0,1,0,0
2020MNRAS.492L..40A,1,0,3,0,0
2020MNRAS.493..267S,0,0,3,0,0
2020MNRAS.493..351C,0,0,1,0,0
2020MNRAS.493.1512R,0,3,15,0,0
2020MNRAS.493.2111G,0,1,0,0,0
2020MNRAS.493.2238A,0,0,1,0,0
2020MNRAS.493.2511N,0,0,1,0,0
2020MNRAS.493.2952H,0,1,0,0,0
2020MNRAS.493.3061Y,1,0,0,0,0
2020MNRAS.493.3293B,0,0,1,0,0
2020MNRAS.493.3490G,0,0,4,0,0
2020MNRAS.493.4045J,0,0,1,0,0
2020MNRAS.493.4186J,0,0,3,0,0
2020MNRAS.493.4367C,0,1,0,0,0
2020MNRAS.493.4677C,0,0,1,0,0
2020MNRAS.493.5162R,0,0,1,0,0
2020MNRAS.493.6001L,0,0,3,0,0
2020MNRAS.493.6033Z,0,0,1,0,0
2020MNRAS.493L..81A,0,3,0,0,0
2020MNRAS.494..425R,0,0,3,0,0
2020MNRAS.494.1134V,0,2,0,0,0
2020MNRAS.494.1430V,0,0,1,0,0
2020MNRAS.494.1448I,0,1,4,0,0
2020MNRAS.494.2117H,0,1,8,0,0
2020MNRAS.494.2178M,0,0,1,0,0
2020MNRAS.494.3784T,0,0,1,0,0
2020MNRAS.494.3799P,0,2,0,0,0
2020MNRAS.494.3937B,0,0,1,0,0
2020MNRAS.494.3950A,0,0,1,0,0
2020MNRAS.494.4525Z,0,0,1,0,0
2020MNRAS.494.4794A,0,1,2,0,0
2020MNRAS.494.5449C,0,0,1,0,0
2020MNRAS.494.5751P,0,0,1,0,0
2020MNRAS.494.5851S,0,1,9,0,0
2020MNRAS.494L..32S,0,0,3,0,0
2020MNRAS.494L..91C,0,0,1,0,0
2020MNRAS.495..417C,0,0,1,0,0
2020MNRAS.495..663W,0,0,8,0,0
2020MNRAS.495..726G,0,0,5,0,0
2020MNRAS.495.1093H,0,0,1,0,0
2020MNRAS.495.1209R,0,0,1,0,0
2020MNRAS.495.1252Z,0,0,1,0,0
2020MNRAS.495.1491R,1,2,0,0,0
2020MNRAS.495.2035P,0,0,4,0,0
2020MNRAS.495.2496M,0,1,1,0,0
2020MNRAS.495.2738P,0,0,10,0,0
2020MNRAS.495.2858R,0,0,1,0,0
2020MNRAS.495.2909R,0,0,2,0,0
2020MNRAS.495.3041T,0,0,2,0,0
2020MNRAS.495.3104S,0,0,3,0,0
2020MNRAS.495.3961L,0,0,1,0,0
2020MNRAS.495.4326H,0,0,1,0,0
2020MNRAS.495.4828G,0,0,1,0,0
2020MNRAS.495.4924N,0,0,1,0,0
2020MNRAS.495L.129K,0,0,1,0,0
2020MNRAS.496..295S,0,0,2,0,0
2020MNRAS.496..814B,0,0,1,0,0
2020MNRAS.496..870A,0,0,1,0,0
2020MNRAS.496..959G,0,0,2,0,0
2020MNRAS.496.1051A,0,0,2,0,0
2020MNRAS.496.1881B,0,0,2,0,0
2020MNRAS.496.2402V,0,0,1,0,0
2020MNRAS.496.2726M,0,0,3,0,0
2020MNRAS.496.3257B,0,0,1,0,0
2020MNRAS.496.3887E,0,0,1,0,0
2020MNRAS.496.4624B,0,0,1,0,0
2020MNRAS.496.4637C,0,0,1,0,0
2020MNRAS.496.4701J,0,0,1,0,0
2020MNRAS.496.4951M,0,0,2,0,0
2020MNRAS.497...67L,0,0,2,0,0
2020MNRAS.497..687S,0,0,2,0,0
2020MNRAS.497..809J,0,0,2,0,0
2020MNRAS.497.1015F,0,0,1,0,0
2020MNRAS.497.1050K,0,0,1,0,0
2020MNRAS.497.1236M,0,0,2,0,0
2020MNRAS.497.2320R,1,1,0,0,0
2020MNRAS.497.2562C,0,0,3,0,0
2020MNRAS.497.2569S,0,0,1,0,0
2020MNRAS.497.2651K,0,0,1,0,0
2020MNRAS.497.4128J,0,0,3,0,0
2020MNRAS.497.4423N,0,0,2,0,0
2020MNRAS.497.4448S,0,0,2,0,0
2020MNRAS.497.4602F,0,0,1,0,0
2020MNRAS.497.4843K,0,1,1,0,0
2020MNRAS.497.5498W,0,0,1,0,0
2020MNRAS.498...77H,0,0,2,0,0
2020MNRAS.498..737K,0,0,4,0,0
2020MNRAS.498..899N,0,0,1,0,0
2020MNRAS.498.1726M,0,0,1,0,0
2020MNRAS.498.2309S,0,0,5,0,0
2020MNRAS.498.2456S,0,0,2,0,0
2020MNRAS.498.2778D,0,0,2,0,0
2020MNRAS.498.2833C,0,0,4,0,0
2020MNRAS.498.3457S,0,0,1,0,0
2020MNRAS.498.3730M,0,0,1,0,0
2020MNRAS.498.4272M,0,0,1,0,0
2020MNRAS.498.5048M,0,0,1,0,0
2020MNRAS.498.5109M,0,0,2,0,0
2020MNRAS.498.5720W,0,0,6,0,0
2020MNRAS.498.6034M,0,0,2,0,0
2020MNRAS.498L..40M,0,0,1,0,0
2020MNRAS.499..415R,0,0,3,0,0
2020MNRAS.499..428S,0,0,2,0,0
2020MNRAS.499..505D,0,0,1,0,0
2020MNRAS.499.1037R,0,0,2,0,0
2020MNRAS.499.1312K,0,0,2,0,0
2020MNRAS.499.1805L,0,0,1,0,0
2020MNRAS.499.2015T,0,0,2,0,0
2020MNRAS.499.2116M,0,0,1,0,0
2020MNRAS.499.2564G,0,0,2,0,0
2020MNRAS.499.2587L,0,1,0,0,0
2020MNRAS.499.2701M,0,1,1,0,0
2020MNRAS.499.2959H,0,0,6,0,0
2020MNRAS.499.3071S,0,0,1,0,0
2020MNRAS.499.3111S,0,0,1,0,0
2020MNRAS.499.3481A,0,0,3,0,0
2020MNRAS.499.3522B,0,0,2,0,0
2020MNRAS.499.5004M,0,0,3,0,0
2020MNRAS.499L.121L,0,0,1,0,0
2020NatAs...4..650T,0,0,1,0,0
2020NewA...7701352K,0,0,1,0,0
2020NewA...7801369B,0,0,1,0,0
2020NewA...7901384B,0,1,0,0,0
2020NewA...8001400S,0,0,1,0,0
2020OEJV..207....1L,0,0,1,0,0
2020PASA...37...35T,0,0,2,0,0
2020PASA...37...42T,0,0,7,0,0
2020PASA...37...54G,0,0,6,0,0
2020PASJ...72...35S,0,0,2,0,0
2020PASJ...72...49T,0,0,3,0,0
2020PASP..132d4201M,0,0,1,0,0
2020PASP..132d4301T,0,0,5,0,0
2020PASP..132g4203K,0,0,13,0,0
2020PASP..132g4501R,0,0,2,0,0
2020PASP..132k4504G,0,0,1,0,0
2020RAA....20...33W,0,0,1,0,0
2020RAA....20...42L,3,0,0,0,0
2020RAA....20..107H,0,0,6,0,0
2020RAA....20..194I,0,0,1,0,0
2020SerAJ.200...19K,0,0,1,0,0
2020arXiv200202847A,1,2,2,0,0
2020arXiv200408923L,0,0,1,0,0
2020arXiv200501652Z,0,0,2,0,0
2020arXiv200611180S,0,0,3,0,0
2020arXiv200710536R,0,0,1,0,0
2020arXiv200711565B,0,0,2,0,0
2020arXiv200800037T,0,0,1,0,0
2020arXiv200903872C,0,0,3,0,0
2020arXiv200907277G,0,0,1,0,0
2020arXiv201112253A,0,0,1,0,0
2021A&A...645A..34P,0,0,1,0,0
2021A&A...645A..56B,0,0,4,0,0
2021A&A...645A..61K,0,0,1,0,0
2021A&A...645A..64K,0,0,1,0,0
2021A&A...645A..72C,0,0,1,0,0
2021A&A...645A..84M,0,1,0,0,0
2021A&A...645A..88M,0,0,1,0,0
2021A&A...645A.108R,0,0,1,0,0
2021A&A...646A...1K,0,0,1,0,0
2021A&A...646A..10S,0,1,0,0,0
2021A&A...646A..34K,0,0,3,0,0
2021A&A...646A..70S,0,0,1,0,0
2021A&A...646A..98T,0,0,1,0,0
2021A&A...646A.102L,0,0,2,0,0
2021A&A...646A.181S,0,0,2,0,0
2021A&A...647A..21V,0,0,2,0,0
2021A&A...647A..39S,0,0,1,0,0
2021A&A...647A..56V,0,0,1,0,0
2021A&A...647A..73S,0,0,1,0,0
2021A&A...647A..91G,0,0,1,0,0
2021A&A...647A.109S,0,1,0,0,0
2021A&A...647A.162P,0,0,1,0,0
2021A&A...647A.165D,0,0,1,0,0
2021A&A...647A.169H,0,0,1,0,0
2021A&A...648A..20T,0,0,1,0,0
2021A&A...648A..33M,0,0,1,0,0
2021A&A...648A..37G,0,0,4,0,0
2021A&A...648A..75S,0,0,1,0,0
2021A&A...648A..93G,0,0,1,0,0
2021A&A...648A.108R,0,0,1,0,0
2021A&A...648A.127B,0,0,2,0,0
2021A&A...649A...8G,0,1,6,0,0
2021A&A...649A..13M,0,0,1,0,0
2021A&A...649A..28M,0,0,1,0,0
2021A&A...649A..68S,0,0,1,0,0
2021A&A...649A..95T,0,0,1,0,0
2021A&A...649A.118L,0,0,1,0,0
2021A&A...649A.122P,0,0,1,0,0
2021A&A...649A.157G,0,0,2,0,0
2021A&A...650A..58M,0,0,3,0,0
2021A&A...650A..96P,0,0,3,0,0
2021A&A...650A.102I,0,0,2,0,0
2021A&A...650A.112Z,1,0,2,0,0
2021A&A...650A.145C,0,0,2,0,0
2021A&A...650A.156D,2,2,2,0,0
2021A&A...650A.157G,0,0,1,0,0
2021A&A...650A.167D,0,0,1,0,0
2021A&A...650A.182G,0,0,0,2,0
2021A&A...650A.190G,0,0,6,0,0
2021A&A...650A.194G,0,1,0,0,0
2021A&A...650A.196M,0,1,0,2,0
2021A&A...650L..13C,0,0,0,4,0
2021A&A...651A..14B,0,0,0,1,0
2021A&A...651A..79B,0,0,7,0,0
2021A&A...651A..82H,0,0,1,0,0
2021A&A...651A..96A,0,0,0,1,0
2021A&A...652A..76H,0,0,1,0,0
2021A&A...652A..89N,0,0,2,0,0
2021A&A...652A..95K,0,0,2,0,0
2021A&A...652A.129M,0,0,1,0,0
2021A&A...652A.133V,0,0,13,0,0
2021A&A...653A...3N,0,0,2,0,0
2021A&A...653A..33N,0,0,1,0,0
2021A&A...653A..41D,0,0,5,0,0
2021A&A...653A..53A,0,0,0,1,0
2021A&A...653A..72R,0,0,0,1,0
2021A&A...653A..85S,0,0,3,0,0
2021A&A...653A..98M,0,0,10,0,0
2021A&A...653A.101F,0,0,3,0,0
2021A&A...653A.120D,0,0,1,0,0
2021A&A...653A.142S,0,1,4,0,0
2021A&A...654A...5T,0,0,2,0,0
2021A&A...654A..13L,0,1,1,0,0
2021A&A...654A.116Z,0,0,0,1,0
2021A&A...654A.131S,0,0,0,1,0
2021A&A...654A.140K,0,0,0,1,0
2021A&A...655A..31V,0,1,1,0,0
2021A&A...655A..33M,0,0,0,4,0
2021A&A...655A..45G,0,2,0,0,0
2021A&A...655A..52C,0,0,0,1,0
2021A&A...655A..63Y,0,0,0,1,0
2021A&A...655A..76S,0,1,3,0,0
2021A&A...656A..51G,0,0,0,3,0
2021A&A...656A..53S,0,0,0,3,0
2021A&A...656A.102T,0,0,0,1,0
2021A&A...656A.103F,0,0,1,0,0
2021A&A...656A.125F,0,0,0,2,0
2021AJ....161....2Z,0,0,1,0,0
2021AJ....161....8Y,0,0,1,0,0
2021AJ....161...16H,0,0,1,0,0
2021AJ....161...21C,0,0,1,0,0
2021AJ....161...51S,0,0,1,0,0
2021AJ....161...65N,0,0,1,0,0
2021AJ....161...67W,0,0,1,0,0
2021AJ....161...70P,0,0,1,0,0
2021AJ....161...85D,0,0,3,0,0
2021AJ....161..100W,0,1,0,0,0
2021AJ....161..111D,0,1,0,0,0
2021AJ....161..123D,0,0,2,0,0
2021AJ....161..147B,2,3,2,0,0
2021AJ....161..149S,0,0,2,0,0
2021AJ....161..165R,0,0,1,0,0
2021AJ....161..171T,0,0,4,0,0
2021AJ....161..182B,0,0,1,0,0
2021AJ....161..183M,0,0,2,0,0
2021AJ....161..197C,0,1,0,0,0
2021AJ....161..210L,0,1,0,0,0
2021AJ....161..219H,0,0,3,0,0
2021AJ....161..229K,0,0,2,0,0
2021AJ....161..244Z,0,0,1,0,0
2021AJ....161..248W,0,0,4,0,0
2021AJ....161..271F,0,0,1,0,0
2021AJ....161..283S,0,0,1,0,0
2021AJ....162...13L,0,0,4,0,0
2021AJ....162...49L,0,0,0,1,0
2021AJ....162...61L,0,0,1,0,0
2021AJ....162...64M,0,0,1,0,0
2021AJ....162...66R,0,0,1,0,0
2021AJ....162...79C,0,0,2,0,0
2021AJ....162...90P,0,2,0,0,0
2021AJ....162..112D,1,1,0,0,0
2021AJ....162..113V,0,0,0,1,0
2021AJ....162..125K,0,0,2,0,0
2021AJ....162..133S,0,0,0,1,0
2021AJ....162..135K,0,0,1,2,0
2021AJ....162..171Y,0,1,0,2,0
2021AJ....162..174C,0,0,0,1,0
2021AJ....162..185A,0,0,1,0,0
2021AJ....162..192Z,0,0,2,0,0
2021AJ....162..199L,0,0,0,3,0
2021AJ....162..204H,0,0,1,0,0
2021AJ....162..212K,0,0,0,1,0
2021AJ....162..224S,0,0,0,12,0
2021AJ....162..240Y,0,0,0,1,0
2021AJ....162..248H,0,0,2,2,0
2021AJ....162..279S,0,2,1,0,0
2021AJ....162..283T,0,0,1,0,0
2021AN....342..538Y,0,0,6,0,0
2021AN....342..553L,0,0,1,0,0
2021AN....342..625A,0,0,2,0,0
2021AN....342..952Z,0,0,1,0,0
2021AN....342..960B,0,0,7,0,0
2021AN....342..975C,0,0,1,1,0
2021AcA....71...89M,0,0,9,0,0
2021AcA....71..123A,0,1,0,0,0
2021AcA....71..281K,0,0,0,1,0
2021Ap&SS.366...68A,0,0,0,6,0
2021Ap&SS.366..114N,0,0,0,3,0
2021ApJ...906...47G,0,0,3,0,0
2021ApJ...907...68H,0,0,1,0,0
2021ApJ...907...79B,0,0,1,0,0
2021ApJ...907..101A,0,0,1,0,0
2021ApJ...907..115T,0,0,1,0,0
2021ApJ...907L..33S,0,1,0,0,0
2021ApJ...908....8C,0,0,1,0,0
2021ApJ...908..131Z,0,0,8,0,0
2021ApJ...908..229L,0,0,4,0,0
2021ApJ...909..153M,0,0,1,0,0
2021ApJ...909..154T,0,0,1,0,0
2021ApJ...909..216P,0,0,1,0,0
2021ApJ...909L...9Z,0,0,1,0,0
2021ApJ...910...17P,0,1,0,0,0
2021ApJ...910...46L,0,0,2,0,0
2021ApJ...910...80P,0,0,1,0,0
2021ApJ...910..114M,0,1,0,0,0
2021ApJ...910..120K,0,0,3,0,0
2021ApJ...910..121N,0,0,1,0,0
2021ApJ...910..132K,0,0,1,0,0
